"Site_Name","Run_Number","x_Temporary_Larval_Habitat","final_prev","ACT_Coverage","IRS_Coverage","ITN_Coverage","Intervention","initial_prev","mean_initial","mean_final"
"aba","2",0.630957344480196,0.4340988453598,0,0,0,"None",0.5159082144234,0.52667392394015,0.44087381582297
"aba","2",0.794328234724285,0.5176370499585,0,0,0,"None",0.6051173327521,0.58194218804435,0.50414476439895
"aba","2",1,0.5533912716176,0,0,0,"None",0.6516641129006,0.6369536752147,0.54189978173165
"aba","2",1.25892541179417,0.5969490276242,0,0,0,"None",0.6914465961479,0.69234829542021,0.57543118826744
"aba","2",1.58489319246112,0.6045734009276,0,0,0,"None",0.7224455578219,0.72930360725071,0.60315073256479
"aba","2",1.99526231496889,0.6301898079812,0,0,0,"None",0.7741998088023,0.7650158460779,0.6368151594645
"aba","2",2.51188643150959,0.6777359817191,0,0,0,"None",0.7817821385913,0.7921148480229,0.6759517481775
"aba","2",3.1622776601684,0.6848865911017,0,0,0,"None",0.7975306065665,0.80282585519711,0.692897370839
"aba","2",3.98107170553499,0.7101717269229,0,0,0,"None",0.8196625904527,0.81862894473528,0.71686301997258
"aba","2",5.01187233627275,0.7445632992154,0,0,0,"None",0.8352310291633,0.82831628238479,0.74165821995247
"aba","2",6.30957344480197,0.7526492365397,0,0,0,"None",0.8370366080449,0.83586470512048,0.75696154196078
"aba","2",7.94328234724286,0.7722766854702,0,0,0,"None",0.8411752495865,0.83850117954976,0.76674443412065
"aba","2",10.0000000000001,0.7851718424422,0,0,0,"None",0.8424991310639,0.84552425476211,0.78348932512534
"aba","2",12.5892541179418,0.788079085844,0,0,0,"None",0.8507110001683,0.84960878302382,0.79120543224035
"aba","2",15.8489319246112,0.8006907761073,0,0,0,"None",0.850804149688,0.85036798764989,0.80383991208874
"aba","2",19.9526231496889,0.8073745591676,0,0,0,"None",0.8493470233815,0.85124643671216,0.81426933846755
"aba","2",25.118864315096,0.8240290714296,0,0,0,"None",0.8532236650368,0.8531071805492,0.82132903520788
"aba","2",31.622776601684,0.8280959773779,0,0,0,"None",0.854671973686,0.85235533168413,0.82591188709653
"aba","2",39.81071705535,0.8389719882069,0,0,0,"None",0.8516492803202,0.85373308029364,0.83193975746575
"aba","2",50.1187233627276,0.8429297064835,0,0,0,"None",0.8551291224875,0.85406305524411,0.83591976982232
"aba","2",63.0957344480198,0.8450030080457,0,0,0,"None",0.8520871961269,0.85425569792551,0.8403323170855
"aba","2",79.4328234724288,0.842308894523,0,0,0,"None",0.849202500957,0.85601776197758,0.8423858258197
"aba","2",100.000000000001,0.8414609005606,0,0,0,"None",0.8615898654787,0.85593511867084,0.84327574857246
"aba","2",125.892541179418,0.8520489774838,0,0,0,"None",0.8637671588282,0.85916618239552,0.84964867384848
"aba","2",158.489319246113,0.8519796994673,0,0,0,"None",0.8586315507305,0.85861505736163,0.84982165908021
"aba","3",0.000177827941003892,0,0,0,0,"None",0,0,0
"aba","3",0.000316227766016838,0,0,0,0,"None",0,0,0
"aba","3",0.000562341325190349,0,0,0,0,"None",0,0,0
"aba","3",0.001,0,0,0,0,"None",0,0,0
"aba","3",0.00177827941003892,0,0,0,0,"None",0,0,0
"aba","3",0.00316227766016838,0,0,0,0,"None",0,0,0
"aba","3",0.00562341325190349,0,0,0,0,"None",0,0,0
"aba","3",0.01,0,0,0,0,"None",0,0,0
"aba","3",0.0125892541179417,0,0,0,0,"None",0,0,0
"aba","3",0.0158489319246111,0,0,0,0,"None",0,0,0
"aba","3",0.0199526231496888,0,0,0,0,"None",0,0,0
"aba","3",0.0251188643150958,0,0,0,0,"None",0,0,0
"aba","3",0.0316227766016838,0,0,0,0,"None",0,0,0
"aba","3",0.0398107170553498,0,0,0,0,"None",0,0,0
"aba","3",0.0501187233627273,0,0,0,0,"None",0,0,0
"aba","3",0.0630957344480194,0,0,0,0,"None",0,0,0
"aba","3",0.0794328234724283,0,0,0,0,"None",0,0,0
"aba","3",0.1,0,0,0,0,"None",0,0.0061557500430037,0
"aba","3",0.125892541179417,0,0,0,0,"None",0.04989504279025,0.047582737692952,0
"aba","3",0.158489319246112,0,0,0,0,"None",0.1417590725806,0.086966432192099,0
"aba","3",0.199526231496889,0,0,0,0,"None",0.1881883240247,0.14170628097983,0
"aba","3",0.251188643150959,0.2810026111107,0,0,0,"None",0.2158831957426,0.22900801251464,0.20466141460023
"aba","3",0.316227766016839,0.3042415328351,0,0,0,"None",0.3129885941305,0.2840760769848,0.30752845369166
"aba","3",0.398107170553499,0.3699888426533,0,0,0,"None",0.3998591202993,0.37599400309322,0.36408480363463
"aba","3",0.501187233627274,0.4409697968763,0,0,0,"None",0.446532133381,0.44443069420044,0.4041840238618
"aba","3",0.630957344480196,0.4735778862309,0,0,0,"None",0.4863398042755,0.52667392394015,0.44087381582297
"aba","3",0.794328234724285,0.4948711955957,0,0,0,"None",0.6051943083933,0.58194218804435,0.50414476439895
"aba","3",1,0.5149281412491,0,0,0,"None",0.6436912334528,0.6369536752147,0.54189978173165
"aba","3",1.25892541179417,0.584643895581,0,0,0,"None",0.6610597690918,0.69234829542021,0.57543118826744
"aba","3",1.58489319246112,0.5826217090797,0,0,0,"None",0.7162309024491,0.72930360725071,0.60315073256479
"aba","3",1.99526231496889,0.649581610521,0,0,0,"None",0.7736294212747,0.7650158460779,0.6368151594645
"aba","3",2.51188643150959,0.6988127502098,0,0,0,"None",0.7850124964714,0.7921148480229,0.6759517481775
"aba","3",3.1622776601684,0.6947759851257,0,0,0,"None",0.8113657749698,0.80282585519711,0.692897370839
"aba","3",3.98107170553499,0.7161922667018,0,0,0,"None",0.8209948757945,0.81862894473528,0.71686301997258
"aba","3",5.01187233627275,0.7458816152168,0,0,0,"None",0.8281973412418,0.82831628238479,0.74165821995247
"aba","3",6.30957344480197,0.7464605448652,0,0,0,"None",0.8337490743267,0.83586470512048,0.75696154196078
"aba","3",7.94328234724286,0.7712888596113,0,0,0,"None",0.8427666251358,0.83850117954976,0.76674443412065
"aba","3",10.0000000000001,0.7805661185122,0,0,0,"None",0.8492135307368,0.84552425476211,0.78348932512534
"aba","3",12.5892541179418,0.7930579525691,0,0,0,"None",0.8485904036441,0.84960878302382,0.79120543224035
"aba","3",15.8489319246112,0.8021881520218,0,0,0,"None",0.8475702680855,0.85036798764989,0.80383991208874
"aba","3",19.9526231496889,0.8114033850494,0,0,0,"None",0.8500908866355,0.85124643671216,0.81426933846755
"aba","3",25.118864315096,0.8137058841853,0,0,0,"None",0.8490520758339,0.8531071805492,0.82132903520788
"aba","3",31.622776601684,0.8252112695347,0,0,0,"None",0.8525814879323,0.85235533168413,0.82591188709653
"aba","3",39.81071705535,0.8294969988321,0,0,0,"None",0.8563010690512,0.85373308029364,0.83193975746575
"aba","3",50.1187233627276,0.8376585968041,0,0,0,"None",0.8538600160478,0.85406305524411,0.83591976982232
"aba","3",63.0957344480198,0.8382806488542,0,0,0,"None",0.8551952952035,0.85425569792551,0.8403323170855
"aba","3",79.4328234724288,0.8521677327647,0,0,0,"None",0.8545899985589,0.85601776197758,0.8423858258197
"aba","3",100.000000000001,0.8450028774218,0,0,0,"None",0.8607903809293,0.85593511867084,0.84327574857246
"aba","3",125.892541179418,0.8540896246989,0,0,0,"None",0.8600835417613,0.85916618239552,0.84964867384848
"aba","3",158.489319246113,0.8457435416946,0,0,0,"None",0.8635998930195,0.85861505736163,0.84982165908021
"aba","4",0.000177827941003892,0,0,0,0,"None",0,0,0
"aba","4",0.000316227766016838,0,0,0,0,"None",0,0,0
"aba","4",0.000562341325190349,0,0,0,0,"None",0,0,0
"aba","4",0.001,0,0,0,0,"None",0,0,0
"aba","4",0.00177827941003892,0,0,0,0,"None",0,0,0
"aba","4",0.00316227766016838,0,0,0,0,"None",0,0,0
"aba","4",0.00562341325190349,0,0,0,0,"None",0,0,0
"aba","4",0.01,0,0,0,0,"None",0,0,0
"aba","4",0.0125892541179417,0,0,0,0,"None",0,0,0
"aba","4",0.0158489319246111,0,0,0,0,"None",0,0,0
"aba","4",0.0199526231496888,0,0,0,0,"None",0,0,0
"aba","4",0.0251188643150958,0,0,0,0,"None",0,0,0
"aba","4",0.0316227766016838,0,0,0,0,"None",0,0,0
"aba","4",0.0398107170553498,0,0,0,0,"None",0,0,0
"aba","4",0.0501187233627273,0,0,0,0,"None",0,0,0
"aba","4",0.0630957344480194,0,0,0,0,"None",0,0,0
"aba","4",0.0794328234724283,0,0,0,0,"None",0,0,0
"aba","4",0.1,0,0,0,0,"None",0,0.0061557500430037,0
"aba","4",0.125892541179417,0,0,0,0,"None",0.03808702307697,0.047582737692952,0
"aba","4",0.158489319246112,0,0,0,0,"None",0.09193328941779,0.086966432192099,0
"aba","4",0.199526231496889,0,0,0,0,"None",0.1526913903568,0.14170628097983,0
"aba","4",0.251188643150959,0.2312166156885,0,0,0,"None",0.2058141644659,0.22900801251464,0.20466141460023
"aba","4",0.316227766016839,0.3823561435026,0,0,0,"None",0.2462877691245,0.2840760769848,0.30752845369166
"aba","4",0.398107170553499,0.3601447206742,0,0,0,"None",0.3505509813189,0.37599400309322,0.36408480363463
"aba","4",0.501187233627274,0.3662109172389,0,0,0,"None",0.4408469150175,0.44443069420044,0.4041840238618
"aba","4",0.630957344480196,0.4638222279642,0,0,0,"None",0.5450174078697,0.52667392394015,0.44087381582297
"aba","4",0.794328234724285,0.5002716886654,0,0,0,"None",0.5707335457567,0.58194218804435,0.50414476439895
"aba","4",1,0.508249426777,0,0,0,"None",0.6356878645611,0.6369536752147,0.54189978173165
"aba","4",1.25892541179417,0.5552620926266,0,0,0,"None",0.6835321265318,0.69234829542021,0.57543118826744
"aba","4",1.58489319246112,0.5813913387788,0,0,0,"None",0.7244716757764,0.72930360725071,0.60315073256479
"aba","4",1.99526231496889,0.6106527965237,0,0,0,"None",0.7581590883947,0.7650158460779,0.6368151594645
"aba","4",2.51188643150959,0.6700960648873,0,0,0,"None",0.8079428141015,0.7921148480229,0.6759517481775
"aba","4",3.1622776601684,0.7027809925562,0,0,0,"None",0.813119710197,0.80282585519711,0.692897370839
"aba","4",3.98107170553499,0.7150276473236,0,0,0,"None",0.8201495999441,0.81862894473528,0.71686301997258
"aba","4",5.01187233627275,0.7534917830594,0,0,0,"None",0.8294569986319,0.82831628238479,0.74165821995247
"aba","4",6.30957344480197,0.7478282498523,0,0,0,"None",0.8414898320071,0.83586470512048,0.75696154196078
"aba","4",7.94328234724286,0.7574176587369,0,0,0,"None",0.8399733470636,0.83850117954976,0.76674443412065
"aba","4",10.0000000000001,0.7818302681143,0,0,0,"None",0.8522806842053,0.84552425476211,0.78348932512534
"aba","4",12.5892541179418,0.7894944602045,0,0,0,"None",0.8491998678395,0.84960878302382,0.79120543224035
"aba","4",15.8489319246112,0.8015073204153,0,0,0,"None",0.8512590942621,0.85036798764989,0.80383991208874
"aba","4",19.9526231496889,0.8081823217536,0,0,0,"None",0.8502413828027,0.85124643671216,0.81426933846755
"aba","4",25.118864315096,0.8188115973682,0,0,0,"None",0.8570729221154,0.8531071805492,0.82132903520788
"aba","4",31.622776601684,0.8291639493935,0,0,0,"None",0.8545634344356,0.85235533168413,0.82591188709653
"aba","4",39.81071705535,0.828424975447,0,0,0,"None",0.8557236869682,0.85373308029364,0.83193975746575
"aba","4",50.1187233627276,0.8407582006084,0,0,0,"None",0.8520605471067,0.85406305524411,0.83591976982232
"aba","4",63.0957344480198,0.8343193762193,0,0,0,"None",0.8514200225028,0.85425569792551,0.8403323170855
"aba","4",79.4328234724288,0.8366673166533,0,0,0,"None",0.8522806518663,0.85601776197758,0.8423858258197
"aba","4",100.000000000001,0.8440544188099,0,0,0,"None",0.8548930622686,0.85593511867084,0.84327574857246
"aba","4",125.892541179418,0.8419114660891,0,0,0,"None",0.8602793883339,0.85916618239552,0.84964867384848
"aba","4",158.489319246113,0.8426306442617,0,0,0,"None",0.8533430088729,0.85861505736163,0.84982165908021
"aba","5",0.000177827941003892,0,0,0,0,"None",0,0,0
"aba","5",0.000316227766016838,0,0,0,0,"None",0,0,0
"aba","5",0.000562341325190349,0,0,0,0,"None",0,0,0
"aba","5",0.001,0,0,0,0,"None",0,0,0
"aba","5",0.00177827941003892,0,0,0,0,"None",0,0,0
"aba","5",0.00316227766016838,0,0,0,0,"None",0,0,0
"aba","5",0.00562341325190349,0,0,0,0,"None",0,0,0
"aba","5",0.01,0,0,0,0,"None",0,0,0
"aba","5",0.0125892541179417,0,0,0,0,"None",0,0,0
"aba","5",0.0158489319246111,0,0,0,0,"None",0,0,0
"aba","5",0.0199526231496888,0,0,0,0,"None",0,0,0
"aba","5",0.0251188643150958,0,0,0,0,"None",0,0,0
"aba","5",0.0316227766016838,0,0,0,0,"None",0,0,0
"aba","5",0.0398107170553498,0,0,0,0,"None",0,0,0
"aba","5",0.0501187233627273,0,0,0,0,"None",0,0,0
"aba","5",0.0630957344480194,0,0,0,0,"None",0,0,0
"aba","5",0.0794328234724283,0,0,0,0,"None",0,0,0
"aba","5",0.1,0,0,0,0,"None",0.001560354063752,0.0061557500430037,0
"aba","5",0.125892541179417,0,0,0,0,"None",0.0001482159312794,0.047582737692952,0
"aba","5",0.158489319246112,0,0,0,0,"None",0.09832192566792,0.086966432192099,0
"aba","5",0.199526231496889,0,0,0,0,"None",0.1409142900238,0.14170628097983,0
"aba","5",0.251188643150959,0.2635519306671,0,0,0,"None",0.21747996192,0.22900801251464,0.20466141460023
"aba","5",0.316227766016839,0.2822966821038,0,0,0,"None",0.2928792278956,0.2840760769848,0.30752845369166
"aba","5",0.398107170553499,0.3864978686251,0,0,0,"None",0.3670949828889,0.37599400309322,0.36408480363463
"aba","5",0.501187233627274,0.4233557759278,0,0,0,"None",0.4092484392008,0.44443069420044,0.4041840238618
"aba","5",0.630957344480196,0.4448069993008,0,0,0,"None",0.5410333899514,0.52667392394015,0.44087381582297
"aba","5",0.794328234724285,0.4665648854962,0,0,0,"None",0.5974619616147,0.58194218804435,0.50414476439895
"aba","5",1,0.5095820811481,0,0,0,"None",0.6240437897013,0.6369536752147,0.54189978173165
"aba","5",1.25892541179417,0.5822226546032,0,0,0,"None",0.6882050437016,0.69234829542021,0.57543118826744
"aba","5",1.58489319246112,0.6096453814282,0,0,0,"None",0.7416713286713,0.72930360725071,0.60315073256479
"aba","5",1.99526231496889,0.6404036966254,0,0,0,"None",0.7629394927944,0.7650158460779,0.6368151594645
"aba","5",2.51188643150959,0.6929339831408,0,0,0,"None",0.7897201542613,0.7921148480229,0.6759517481775
"aba","5",3.1622776601684,0.6792635842009,0,0,0,"None",0.7947510229861,0.80282585519711,0.692897370839
"aba","5",3.98107170553499,0.75111720111,0,0,0,"None",0.8130607821762,0.81862894473528,0.71686301997258
"aba","5",5.01187233627275,0.7465685571646,0,0,0,"None",0.8206517382358,0.82831628238479,0.74165821995247
"aba","5",6.30957344480197,0.7552043558195,0,0,0,"None",0.834381496024,0.83586470512048,0.75696154196078
"aba","5",7.94328234724286,0.7611619541355,0,0,0,"None",0.8386115849588,0.83850117954976,0.76674443412065
"aba","5",10.0000000000001,0.7955142493234,0,0,0,"None",0.8486018432334,0.84552425476211,0.78348932512534
"aba","5",12.5892541179418,0.7931982387428,0,0,0,"None",0.8501092634048,0.84960878302382,0.79120543224035
"aba","5",15.8489319246112,0.8109350070544,0,0,0,"None",0.8507410938719,0.85036798764989,0.80383991208874
"aba","5",19.9526231496889,0.8253684925958,0,0,0,"None",0.8522161917684,0.85124643671216,0.81426933846755
"aba","5",25.118864315096,0.824767616954,0,0,0,"None",0.8575838987894,0.8531071805492,0.82132903520788
"aba","5",31.622776601684,0.8346469452042,0,0,0,"None",0.8558519370817,0.85235533168413,0.82591188709653
"aba","5",39.81071705535,0.8307281738467,0,0,0,"None",0.8508545040897,0.85373308029364,0.83193975746575
"aba","5",50.1187233627276,0.8334568961032,0,0,0,"None",0.8562121976611,0.85406305524411,0.83591976982232
"aba","5",63.0957344480198,0.8495742850171,0,0,0,"None",0.8565064855644,0.85425569792551,0.8403323170855
"aba","5",79.4328234724288,0.8357000064487,0,0,0,"None",0.8582799209772,0.85601776197758,0.8423858258197
"aba","5",100.000000000001,0.8424238633363,0,0,0,"None",0.8538961469593,0.85593511867084,0.84327574857246
"aba","5",125.892541179418,0.8459478526282,0,0,0,"None",0.8591104294479,0.85916618239552,0.84964867384848
"aba","5",158.489319246113,0.853066552992,0,0,0,"None",0.8563805552871,0.85861505736163,0.84982165908021
"aba","6",0.000177827941003892,0,0,0,0,"None",0,0,0
"aba","6",0.000316227766016838,0,0,0,0,"None",0,0,0
"aba","6",0.000562341325190349,0,0,0,0,"None",0,0,0
"aba","6",0.001,0,0,0,0,"None",0,0,0
"aba","6",0.00177827941003892,0,0,0,0,"None",0,0,0
